X,Y,Z,sg[t/m3],tons [t],au[ppm],cu[%],profit [$]
210,225,65,2.02,252.84,0.00,0.00,-6321.04
210,230,0,2.27,283.33,0.00,0.00,-7083.33
210,230,5,2.27,283.33,0.00,0.00,-7083.33
210,230,10,2.27,283.33,0.00,0.00,-7083.33
210,230,15,2.27,283.33,0.00,0.00,-7083.33
210,230,20,2.27,283.33,0.00,0.00,-7083.33
210,230,25,2.27,283.33,0.00,0.00,-7083.33
210,230,30,2.27,283.33,0.00,0.00,-7083.33
210,230,35,2.27,283.33,0.00,0.00,-7083.33
210,230,40,2.27,283.33,0.00,0.00,-7083.33
210,230,45,2.27,283.33,0.00,0.00,-7083.33
210,230,50,2.27,283.33,0.00,0.00,-7083.33
210,230,55,2.27,283.33,0.00,0.00,-7083.33
210,230,60,2.27,283.33,0.00,0.00,-7083.33
210,230,65,1.79,223.21,0.00,0.00,-5580.14
210,235,0,2.27,283.33,0.00,0.00,-7083.33
210,235,5,2.27,283.33,0.00,0.00,-7083.33
210,235,10,2.27,283.33,0.00,0.00,-7083.33
210,235,15,2.27,283.33,0.00,0.00,-7083.33
210,235,20,2.27,283.33,0.00,0.00,-7083.33
210,235,25,2.27,283.33,0.00,0.00,-7083.33
210,235,30,2.27,283.33,0.00,0.00,-7083.33
210,235,35,2.27,283.33,0.00,0.00,-7083.33
210,235,40,2.27,283.33,0.00,0.00,-7083.33
210,235,45,2.27,283.33,0.00,0.00,-7083.33
210,235,50,2.27,283.33,0.00,0.00,-7083.33
210,235,55,2.27,283.33,0.00,0.00,-7083.33
210,235,60,2.27,283.33,0.00,0.00,-7083.33
210,235,65,1.61,200.73,0.00,0.00,-5018.17
210,240,0,2.27,283.33,0.00,0.00,-7083.33
210,240,5,2.27,283.33,0.00,0.00,-7083.33
210,240,10,2.27,283.33,0.00,0.00,-7083.33
210,240,15,2.27,283.33,0.00,0.00,-7083.33
210,240,20,2.27,283.33,0.00,0.00,-7083.33
210,240,25,2.27,283.33,0.00,0.00,-7083.33
210,240,30,2.27,283.33,0.00,0.00,-7083.33
210,240,35,2.27,283.33,0.00,0.00,-7083.33
210,240,40,2.27,283.33,0.00,0.00,-7083.33
210,240,45,2.27,283.33,0.00,0.00,-7083.33
210,240,50,2.27,283.33,0.00,0.00,-7083.33
210,240,55,2.27,283.33,0.00,0.00,-7083.33
210,240,60,2.27,283.33,0.00,0.00,-7083.33
210,240,65,1.43,178.55,0.00,0.00,-4463.77
210,245,0,2.27,283.33,0.00,0.00,-7083.33
210,245,5,2.27,283.33,0.00,0.00,-7083.33
210,245,10,2.27,283.33,0.00,0.00,-7083.33
210,245,15,2.27,283.33,0.00,0.00,-7083.33
210,245,20,2.27,283.33,0.00,0.00,-7083.33
210,245,25,2.27,283.33,0.00,0.00,-7083.33
210,245,30,2.27,283.33,0.00,0.00,-7083.33
210,245,35,2.27,283.33,0.00,0.00,-7083.33
210,245,40,2.27,283.33,0.00,0.00,-7083.33
210,245,45,2.27,283.33,0.00,0.00,-7083.33
210,245,50,2.27,283.33,0.00,0.00,-7083.33
210,245,55,2.27,283.33,0.00,0.00,-7083.33
210,245,60,2.27,283.33,0.00,0.00,-7083.33
210,245,65,1.25,156.54,0.00,0.00,-3913.50
210,250,0,2.27,283.33,0.00,0.00,-7083.33
210,250,5,2.27,283.33,0.00,0.00,-7083.33
210,250,10,2.27,283.33,0.00,0.00,-7083.33
210,250,15,2.27,283.33,0.00,0.00,-7083.33
210,250,20,2.27,283.33,0.00,0.00,-7083.33
210,250,25,2.27,283.33,0.00,0.00,-7083.33
210,250,30,2.27,283.33,0.00,0.00,-7083.33
210,250,35,2.27,283.33,0.00,0.00,-7083.33
210,250,40,2.27,283.33,0.00,0.00,-7083.33
210,250,45,2.27,283.33,0.00,0.00,-7083.33
210,250,50,2.27,283.33,0.00,0.00,-7083.33
210,250,55,2.27,283.33,0.00,0.00,-7083.33
210,250,60,2.27,283.33,0.00,0.00,-7083.33
210,250,65,1.13,141.27,0.00,0.00,-3531.78
210,255,0,2.27,283.33,0.00,0.00,-7083.33
210,255,5,2.27,283.33,0.00,0.00,-7083.33
210,255,10,2.27,283.33,0.00,0.00,-7083.33
210,255,15,2.27,283.33,0.00,0.00,-7083.33
210,255,20,2.27,283.33,0.00,0.00,-7083.33
210,255,25,2.27,283.33,0.00,0.00,-7083.33
210,255,30,2.27,283.33,0.00,0.00,-7083.33
210,255,35,2.27,283.33,0.00,0.00,-7083.33
210,255,40,2.27,283.33,0.00,0.00,-7083.33
210,255,45,2.27,283.33,0.00,0.00,-7083.33
210,255,50,2.27,283.33,0.00,0.00,-7083.33
210,255,55,2.27,283.33,0.00,0.00,-7083.33
210,255,60,2.27,283.33,0.00,0.00,-7083.33
210,255,65,1.33,165.92,0.00,0.00,-4148.00
210,260,0,2.27,283.33,0.00,0.00,-7083.33
210,260,5,2.27,283.33,0.00,0.00,-7083.33
210,260,10,2.27,283.33,0.00,0.00,-7083.33
210,260,15,2.27,283.33,0.00,0.00,-7083.33
210,260,20,2.27,283.33,0.00,0.00,-7083.33
210,260,25,2.27,283.33,0.00,0.00,-7083.33
210,260,30,2.27,283.33,0.00,0.00,-7083.33
210,260,35,2.27,283.33,0.00,0.00,-7083.33
210,260,40,2.27,283.33,0.00,0.00,-7083.33
210,260,45,2.27,283.33,0.00,0.00,-7083.33
210,260,50,2.27,283.33,0.00,0.00,-7083.33
210,260,55,2.27,283.33,0.00,0.00,-7083.33
210,260,60,2.27,283.33,0.00,0.00,-7083.33
210,260,65,1.70,212.84,0.00,0.00,-5320.91
210,265,0,2.27,283.33,0.00,0.00,-7083.33
210,265,5,2.27,283.33,0.00,0.00,-7083.33
210,265,10,2.27,283.33,0.00,0.00,-7083.33
210,265,15,2.27,283.33,0.00,0.00,-7083.33
210,265,20,2.27,283.33,0.00,0.00,-7083.33
210,265,25,2.27,283.33,0.00,0.00,-7083.33
210,265,30,2.27,283.33,0.00,0.00,-7083.33
210,265,35,2.27,283.33,0.00,0.00,-7083.33
210,265,40,2.27,283.33,0.00,0.00,-7083.33
210,265,45,2.27,283.33,0.00,0.00,-7083.33
210,265,50,2.27,283.33,0.00,0.00,-7083.33
210,265,55,2.27,283.33,0.00,0.00,-7083.33
210,265,60,2.27,283.33,0.00,0.00,-7083.33
210,265,65,2.08,259.77,0.00,0.00,-6494.29
210,265,70,0.00,0.44,0.00,0.00,-10.98
210,270,0,2.27,283.33,0.00,0.00,-7083.33
210,270,5,2.27,283.33,0.00,0.00,-7083.33
210,270,10,2.27,283.33,0.00,0.00,-7083.33
210,270,15,2.27,283.33,0.00,0.00,-7083.33
210,270,20,2.27,283.33,0.00,0.00,-7083.33
210,270,25,2.27,283.33,0.00,0.00,-7083.33
210,270,30,2.27,283.33,0.00,0.00,-7083.33
210,270,35,2.27,283.33,0.00,0.00,-7083.33
210,270,40,2.27,283.33,0.00,0.00,-7083.33
210,270,45,2.27,283.33,0.00,0.00,-7083.33
210,270,50,2.27,283.33,0.00,0.00,-7083.33
210,270,55,2.27,283.33,0.00,0.00,-7083.33
210,270,60,2.27,283.33,0.00,0.00,-7083.33
210,270,65,2.26,282.83,0.00,0.00,-7070.76
210,270,70,0.14,17.86,0.00,0.00,-446.48
210,275,0,2.27,283.33,0.00,0.00,-7083.33
210,275,5,2.27,283.33,0.00,0.00,-7083.33
210,275,10,2.27,283.33,0.00,0.00,-7083.33
210,275,15,2.27,283.33,0.00,0.00,-7083.33
210,275,20,2.27,283.33,0.00,0.00,-7083.33
210,275,25,2.27,283.33,0.00,0.00,-7083.33
210,275,30,2.27,283.33,0.00,0.00,-7083.33
210,275,35,2.27,283.33,0.00,0.00,-7083.33
210,275,40,2.27,283.33,0.00,0.00,-7083.33
210,275,45,2.27,283.33,0.00,0.00,-7083.33
210,275,50,2.27,283.33,0.00,0.00,-7083.33
210,275,55,2.27,283.33,0.00,0.00,-7083.33
210,275,60,2.27,283.33,0.00,0.00,-7083.33
210,275,65,2.27,283.33,0.00,0.00,-7083.33
210,275,70,0.30,37.50,0.00,0.00,-937.51
210,280,0,2.27,283.33,0.00,0.00,-7083.33
210,280,5,2.27,283.33,0.00,0.00,-7083.33
210,280,10,2.27,283.33,0.00,0.00,-7083.33
210,280,15,2.27,283.33,0.00,0.00,-7083.33
210,280,20,2.27,283.33,0.00,0.00,-7083.33
210,280,25,2.27,283.33,0.00,0.00,-7083.33
210,280,30,2.27,283.33,0.00,0.00,-7083.33
210,280,35,2.27,283.33,0.00,0.00,-7083.33
210,280,40,2.27,283.33,0.00,0.00,-7083.33
210,280,45,2.27,283.33,0.00,0.00,-7083.33
210,280,50,2.27,283.33,0.00,0.00,-7083.33
210,280,55,2.27,283.33,0.00,0.00,-7083.33
210,280,60,2.27,283.33,0.00,0.00,-7083.33
210,280,65,2.27,283.33,0.00,0.00,-7083.33
210,280,70,0.23,29.20,0.00,0.00,-729.91
210,285,0,2.27,283.33,0.00,0.00,-7083.33
210,285,5,2.27,283.33,0.00,0.00,-7083.33
210,285,10,2.27,283.33,0.00,0.00,-7083.33
210,285,15,2.27,283.33,0.00,0.00,-7083.33
210,285,20,2.27,283.33,0.00,0.00,-7083.33
210,285,25,2.27,283.33,0.00,0.00,-7083.33
210,285,30,2.27,283.33,0.00,0.00,-7083.33
210,285,35,2.27,283.33,0.00,0.00,-7083.33
210,285,40,2.27,283.33,0.00,0.00,-7083.33
210,285,45,2.27,283.33,0.00,0.00,-7083.33
210,285,50,2.27,283.33,0.00,0.00,-7083.33
210,285,55,2.27,283.33,0.00,0.00,-7083.33
210,285,60,2.27,283.33,0.00,0.00,-7083.33
210,285,65,2.27,283.33,0.00,0.00,-7083.33
210,285,70,0.28,35.18,0.00,0.00,-879.46
210,290,0,2.27,283.33,0.00,0.00,-7083.33
210,290,5,2.27,283.33,0.00,0.00,-7083.33
210,290,10,2.27,283.33,0.00,0.00,-7083.33
210,290,15,2.27,283.33,0.00,0.00,-7083.33
210,290,20,2.27,283.33,0.00,0.00,-7083.33
210,290,25,2.27,283.33,0.00,0.00,-7083.33
210,290,30,2.27,283.33,0.00,0.00,-7083.33
210,290,35,2.27,283.33,0.00,0.00,-7083.33
210,290,40,2.27,283.33,0.00,0.00,-7083.33
210,290,45,2.27,283.33,0.00,0.00,-7083.33
210,290,50,2.27,283.33,0.00,0.00,-7083.33
210,290,55,2.27,283.33,0.00,0.00,-7083.33
210,290,60,2.27,283.33,0.00,0.00,-7083.33
210,290,65,2.27,283.33,0.00,0.00,-7083.33
210,290,70,0.53,66.67,0.00,0.00,-1666.82
210,295,0,2.27,283.33,0.00,0.00,-7083.33
210,295,5,2.27,283.33,0.00,0.00,-7083.33
210,295,10,2.27,283.33,0.00,0.00,-7083.33
210,295,15,2.27,283.33,0.00,0.00,-7083.33
210,295,20,2.27,283.33,0.00,0.00,-7083.33
210,295,25,2.27,283.33,0.00,0.00,-7083.33
210,295,30,2.27,283.33,0.00,0.00,-7083.33
210,295,35,2.27,283.33,0.00,0.00,-7083.33
210,295,40,2.27,283.33,0.00,0.00,-7083.33
210,295,45,2.27,283.33,0.00,0.00,-7083.33
210,295,50,2.27,283.33,0.00,0.00,-7083.33
210,295,55,2.27,283.33,0.00,0.00,-7083.33
210,295,60,2.27,283.33,0.00,0.00,-7083.33
210,295,65,2.27,283.33,0.00,0.00,-7083.33
210,295,70,0.49,60.76,0.00,0.00,-1519.07
215,0,0,2.27,283.33,0.00,0.00,-7083.33
215,0,5,2.27,283.33,0.00,0.00,-7083.33
215,0,10,2.27,283.33,0.00,0.00,-7083.33
215,0,15,2.27,283.33,0.00,0.00,-7083.33
215,0,20,2.27,283.33,0.00,0.00,-7083.33
215,0,25,2.27,283.33,0.00,0.00,-7083.33
215,0,30,2.27,283.33,0.00,0.00,-7083.33
215,0,35,2.27,283.33,0.00,0.00,-7083.33
215,0,40,2.27,283.33,0.00,0.00,-7083.33
215,0,45,2.27,283.33,0.00,0.00,-7083.33
215,0,50,2.27,283.33,0.00,0.00,-7083.33
215,0,55,2.27,283.33,0.00,0.00,-7083.33
215,0,60,1.60,200.18,0.00,0.00,-5004.59
215,5,0,2.27,283.33,0.00,0.00,-7083.33
215,5,5,2.27,283.33,0.00,0.00,-7083.33
215,5,10,2.27,283.33,0.00,0.00,-7083.33
215,5,15,2.27,283.33,0.00,0.00,-7083.33
215,5,20,2.27,283.33,0.00,0.00,-7083.33
215,5,25,2.27,283.33,0.00,0.00,-7083.33
215,5,30,2.27,283.33,0.00,0.00,-7083.33
215,5,35,2.27,283.33,0.00,0.00,-7083.33
215,5,40,2.27,283.33,0.00,0.00,-7083.33
215,5,45,2.27,283.33,0.00,0.00,-7083.33
215,5,50,2.27,283.33,0.00,0.00,-7083.33
215,5,55,2.27,283.33,0.00,0.00,-7083.33
215,5,60,1.56,194.96,0.00,0.00,-4874.01
215,10,0,2.27,283.33,0.00,0.00,-7083.33
215,10,5,2.27,283.33,0.00,0.00,-7083.33
215,10,10,2.27,283.33,0.00,0.00,-7083.33
215,10,15,2.27,283.33,0.00,0.00,-7083.33
215,10,20,2.27,283.33,0.00,0.00,-7083.33
215,10,25,2.27,283.33,0.00,0.00,-7083.33
215,10,30,2.27,283.33,0.00,0.00,-7083.33
215,10,35,2.27,283.33,0.00,0.00,-7083.33
215,10,40,2.27,283.33,0.00,0.00,-7083.33
215,10,45,2.27,283.33,0.00,0.00,-7083.33
215,10,50,2.27,283.33,0.00,0.00,-7083.33
215,10,55,2.27,283.33,0.00,0.00,-7083.33
215,10,60,1.56,195.14,0.00,0.00,-4878.58
215,15,0,2.27,283.33,0.00,0.00,-7083.33
215,15,5,2.27,283.33,0.00,0.00,-7083.33
215,15,10,2.27,283.33,0.00,0.00,-7083.33
215,15,15,2.27,283.33,0.00,0.00,-7083.33
215,15,20,2.27,283.33,0.00,0.00,-7083.33
215,15,25,2.27,283.33,0.00,0.00,-7083.33
215,15,30,2.27,283.33,0.00,0.00,-7083.33
215,15,35,2.27,283.33,0.00,0.00,-7083.33
215,15,40,2.27,283.33,0.00,0.00,-7083.33
215,15,45,2.27,283.33,0.00,0.00,-7083.33
215,15,50,2.27,283.33,0.00,0.00,-7083.33
215,15,55,2.27,283.33,0.00,0.00,-7083.33
215,15,60,1.72,215.28,0.00,0.00,-5382.08
215,20,0,2.27,283.33,0.00,0.00,-7083.33
215,20,5,2.27,283.33,0.00,0.00,-7083.33
215,20,10,2.27,283.33,0.00,0.00,-7083.33
215,20,15,2.27,283.33,0.00,0.00,-7083.33
215,20,20,2.27,283.33,0.00,0.00,-7083.33
215,20,25,2.27,283.33,0.00,0.00,-7083.33
215,20,30,2.27,283.33,0.00,0.00,-7083.33
215,20,35,2.27,283.33,0.00,0.00,-7083.33
215,20,40,2.27,283.33,0.00,0.00,-7083.33
215,20,45,2.27,283.33,0.00,0.00,-7083.33
215,20,50,2.27,283.33,0.00,0.00,-7083.33
215,20,55,2.27,283.33,0.00,0.00,-7083.33
215,20,60,1.96,244.39,0.00,0.00,-6109.71
215,25,0,2.27,283.33,0.00,0.00,-7083.33
215,25,5,2.27,283.33,0.00,0.00,-7083.33
215,25,10,2.27,283.33,0.00,0.00,-7083.33
215,25,15,2.27,283.33,0.00,0.00,-7083.33
215,25,20,2.27,283.33,0.00,0.00,-7083.33
215,25,25,2.27,283.33,0.00,0.00,-7083.33
215,25,30,2.27,283.33,0.00,0.00,-7083.33
215,25,35,2.27,283.33,0.00,0.00,-7083.33
215,25,40,2.27,283.33,0.00,0.00,-7083.33
215,25,45,2.27,283.33,0.00,0.00,-7083.33
215,25,50,2.27,283.33,0.00,0.00,-7083.33
215,25,55,2.27,283.33,0.00,0.00,-7083.33
215,25,60,2.19,273.76,0.00,0.00,-6843.98
215,30,0,2.27,283.33,0.00,0.00,-7083.33
215,30,5,2.27,283.33,0.00,0.00,-7083.33
215,30,10,2.27,283.33,0.00,0.00,-7083.33
215,30,15,2.27,283.33,0.00,0.00,-7083.33
215,30,20,2.27,283.33,0.00,0.00,-7083.33
215,30,25,2.27,283.33,0.00,0.00,-7083.33
215,30,30,2.27,283.33,0.00,0.00,-7083.33
215,30,35,2.27,283.33,0.00,0.00,-7083.33
215,30,40,2.27,283.33,0.00,0.00,-7083.33
215,30,45,2.27,283.33,0.00,0.00,-7083.33
215,30,50,2.27,283.33,0.00,0.00,-7083.33
215,30,55,2.27,283.33,0.00,0.00,-7083.33
215,30,60,2.21,275.83,0.00,0.00,-6895.75
215,30,65,0.00,0.17,0.00,0.00,-4.26
215,35,0,2.27,283.33,0.00,0.00,-7083.33
215,35,5,2.27,283.33,0.00,0.00,-7083.33
215,35,10,2.27,283.33,0.00,0.00,-7083.33
215,35,15,2.27,283.33,0.00,0.00,-7083.33
215,35,20,2.27,283.33,0.00,0.00,-7083.33
215,35,25,2.27,283.33,0.00,0.00,-7083.33
215,35,30,2.27,283.33,0.00,0.00,-7083.33
215,35,35,2.27,283.33,0.00,0.00,-7083.33
215,35,40,2.27,283.33,0.00,0.00,-7083.33
215,35,45,2.27,283.33,0.00,0.00,-7083.33
215,35,50,2.27,283.33,0.00,0.00,-7083.33
215,35,55,2.27,283.33,0.00,0.00,-7083.33
215,35,60,2.02,252.85,0.00,0.00,-6321.16
215,40,0,2.27,283.33,0.00,0.00,-7083.33
215,40,5,2.27,283.33,0.00,0.00,-7083.33
215,40,10,2.27,283.33,0.00,0.00,-7083.33
215,40,15,2.27,283.33,0.00,0.00,-7083.33
215,40,20,2.27,283.33,0.00,0.00,-7083.33
215,40,25,2.27,283.33,0.00,0.00,-7083.33
215,40,30,2.27,283.33,0.00,0.00,-7083.33
215,40,35,2.27,283.33,0.00,0.00,-7083.33
215,40,40,2.27,283.33,0.00,0.00,-7083.33
215,40,45,2.27,283.33,0.00,0.00,-7083.33
215,40,50,2.27,283.33,0.00,0.00,-7083.33
215,40,55,2.27,283.33,0.00,0.00,-7083.33
215,40,60,1.88,234.95,0.00,0.00,-5873.65
215,45,0,2.27,283.33,0.00,0.00,-7083.33
215,45,5,2.27,283.33,0.00,0.00,-7083.33
215,45,10,2.27,283.33,0.00,0.00,-7083.33
215,45,15,2.27,283.33,0.00,0.00,-7083.33
215,45,20,2.27,283.33,0.00,0.00,-7083.33
215,45,25,2.27,283.33,0.00,0.00,-7083.33
215,45,30,2.27,283.33,0.00,0.00,-7083.33
215,45,35,2.27,283.33,0.00,0.00,-7083.33
215,45,40,2.27,283.33,0.00,0.00,-7083.33
215,45,45,2.27,283.33,0.00,0.00,-7083.33
215,45,50,2.27,283.33,0.00,0.00,-7083.33
215,45,55,2.27,283.33,0.00,0.00,-7083.33
215,45,60,1.87,234.28,0.00,0.00,-5856.89
215,50,0,2.27,283.33,0.00,0.00,-7083.33
215,50,5,2.27,283.33,0.00,0.00,-7083.33
215,50,10,2.27,283.33,0.00,0.00,-7083.33
215,50,15,2.27,283.33,0.00,0.00,-7083.33
215,50,20,2.27,283.33,0.00,0.00,-7083.33
215,50,25,2.27,283.33,0.00,0.00,-7083.33
215,50,30,2.27,283.33,0.00,0.00,-7083.33
215,50,35,2.27,283.33,0.00,0.00,-7083.33
215,50,40,2.27,283.33,0.00,0.00,-7083.33
215,50,45,2.27,283.33,0.00,0.00,-7083.33
215,50,50,2.27,283.33,0.00,0.00,-7083.33
215,50,55,2.27,283.33,0.00,0.00,-7083.33
215,50,60,1.90,237.89,0.00,0.00,-5947.28
215,55,0,2.27,283.33,0.00,0.00,-7083.33
215,55,5,2.27,283.33,0.00,0.00,-7083.33
215,55,10,2.27,283.33,0.00,0.00,-7083.33
215,55,15,2.27,283.33,0.00,0.00,-7083.33
215,55,20,2.27,283.33,0.00,0.00,-7083.33
215,55,25,2.27,283.33,0.00,0.00,-7083.33
215,55,30,2.27,283.33,0.00,0.00,-7083.33
215,55,35,2.27,283.33,0.00,0.00,-7083.33
215,55,40,2.27,283.33,0.00,0.00,-7083.33
215,55,45,2.27,283.33,0.00,0.00,-7083.33
215,55,50,2.27,283.33,0.00,0.00,-7083.33
215,55,55,2.27,283.33,0.00,0.00,-7083.33
215,55,60,2.06,257.04,0.00,0.00,-6426.12
215,60,0,2.27,283.33,0.00,0.00,-7083.33
215,60,5,2.27,283.33,0.00,0.00,-7083.33
215,60,10,2.27,283.33,0.00,0.00,-7083.33
215,60,15,2.27,283.33,0.00,0.00,-7083.33
215,60,20,2.27,283.33,0.00,0.00,-7083.33
215,60,25,2.27,283.33,0.00,0.00,-7083.33
215,60,30,2.27,283.33,0.00,0.00,-7083.33
215,60,35,2.27,283.33,0.00,0.00,-7083.33
215,60,40,2.27,283.33,0.00,0.00,-7083.33
215,60,45,2.27,283.33,0.00,0.00,-7083.33
215,60,50,2.27,283.33,0.00,0.00,-7083.33
215,60,55,2.27,283.33,0.00,0.00,-7083.33
215,60,60,2.25,281.76,0.00,0.00,-7044.11
215,60,65,0.06,7.10,0.00,0.00,-177.59
215,65,0,2.27,283.33,0.00,0.00,-7083.33
215,65,5,2.27,283.33,0.00,0.00,-7083.33
215,65,10,2.27,283.33,0.00,0.00,-7083.33
215,65,15,2.27,283.33,0.00,0.00,-7083.33
215,65,20,2.27,283.33,0.00,0.00,-7083.33
215,65,25,2.27,283.33,0.00,0.00,-7083.33
215,65,30,2.27,283.33,0.00,0.00,-7083.33
215,65,35,2.27,283.33,0.00,0.00,-7083.33
215,65,40,2.27,283.33,0.00,0.00,-7083.33
215,65,45,2.27,283.33,0.00,0.00,-7083.33
215,65,50,2.27,283.33,0.00,0.00,-7083.33
215,65,55,2.27,283.33,0.00,0.00,-7083.33
215,65,60,2.27,283.33,0.00,0.00,-7083.33
215,65,65,0.26,32.12,0.00,0.00,-803.01
215,70,0,2.27,283.33,0.00,0.00,-7083.33
215,70,5,2.27,283.33,0.00,0.00,-7083.33
215,70,10,2.27,283.33,0.00,0.00,-7083.33
215,70,15,2.27,283.33,0.00,0.00,-7083.33
215,70,20,2.27,283.33,0.00,0.00,-7083.33
215,70,25,2.27,283.33,0.00,0.00,-7083.33
215,70,30,2.27,283.33,0.00,0.00,-7083.33
215,70,35,2.27,283.33,0.00,0.00,-7083.33
215,70,40,2.27,283.33,0.00,0.00,-7083.33
215,70,45,2.27,283.33,0.00,0.00,-7083.33
215,70,50,2.27,283.33,0.00,0.00,-7083.33
215,70,55,2.27,283.33,0.00,0.00,-7083.33
215,70,60,2.27,283.33,0.00,0.00,-7083.33
215,70,65,0.39,48.54,0.00,0.00,-1213.48
215,75,0,2.27,283.33,0.00,0.00,-7083.33
215,75,5,2.27,283.33,0.00,0.00,-7083.33
215,75,10,2.27,283.33,0.00,0.00,-7083.33
215,75,15,2.27,283.33,0.00,0.00,-7083.33
215,75,20,2.27,283.33,0.00,0.00,-7083.33
215,75,25,2.27,283.33,0.00,0.00,-7083.33
215,75,30,2.27,283.33,0.00,0.00,-7083.33
215,75,35,2.27,283.33,0.00,0.00,-7083.33
215,75,40,2.27,283.33,0.00,0.00,-7083.33
215,75,45,2.27,283.33,0.00,0.00,-7083.33
215,75,50,2.27,283.33,0.00,0.00,-7083.33
215,75,55,2.27,283.33,0.00,0.00,-7083.33
215,75,60,2.27,283.33,0.00,0.00,-7083.33
215,75,65,0.34,42.62,0.00,0.00,-1065.46
215,80,0,2.27,283.33,0.00,0.00,-7083.33
215,80,5,2.27,283.33,0.00,0.00,-7083.33
215,80,10,2.27,283.33,0.00,0.00,-7083.33
215,80,15,2.27,283.33,0.00,0.00,-7083.33
215,80,20,2.27,283.33,0.00,0.00,-7083.33
215,80,25,2.27,283.33,0.00,0.00,-7083.33
215,80,30,2.27,283.33,0.00,0.00,-7083.33
215,80,35,2.27,283.33,0.00,0.00,-7083.33
215,80,40,2.27,283.33,0.00,0.00,-7083.33
215,80,45,2.27,283.33,0.00,0.00,-7083.33
215,80,50,2.27,283.33,0.00,0.00,-7083.33
215,80,55,2.27,283.33,0.00,0.00,-7083.33
215,80,60,2.27,283.33,0.00,0.00,-7083.33
215,80,65,0.34,42.27,0.00,0.00,-1056.70
215,85,0,2.27,283.33,0.00,0.00,-7083.33
215,85,5,2.27,283.33,0.00,0.00,-7083.33
215,85,10,2.27,283.33,0.00,0.00,-7083.33
215,85,15,2.27,283.33,0.00,0.00,-7083.33
215,85,20,2.27,283.33,0.00,0.00,-7083.33
215,85,25,2.27,283.33,0.00,0.00,-7083.33
215,85,30,2.27,283.33,0.00,0.00,-7083.33
215,85,35,2.27,283.33,0.00,0.00,-7083.33
215,85,40,2.27,283.33,0.00,0.00,-7083.33
215,85,45,2.27,283.33,0.00,0.00,-7083.33
215,85,50,2.27,283.33,0.00,0.00,-7083.33
215,85,55,2.27,283.33,0.00,0.00,-7083.33
215,85,60,2.27,283.33,0.00,0.00,-7083.33
215,85,65,0.33,41.27,0.00,0.00,-1031.64
215,90,0,2.27,283.33,0.00,0.00,-7083.33
215,90,5,2.27,283.33,0.00,0.00,-7083.33
215,90,10,2.27,283.33,0.00,0.00,-7083.33
215,90,15,2.27,283.33,0.00,0.00,-7083.33
215,90,20,2.27,283.33,0.00,0.00,-7083.33
215,90,25,2.27,283.33,0.00,0.00,-7083.33
215,90,30,2.27,283.33,0.00,0.00,-7083.33
215,90,35,2.27,283.33,0.00,0.00,-7083.33
215,90,40,2.27,283.33,0.00,0.00,-7083.33
215,90,45,2.27,283.33,0.00,0.00,-7083.33
215,90,50,2.27,283.33,0.00,0.00,-7083.33
215,90,55,2.27,283.33,0.00,0.00,-7083.33
215,90,60,2.27,283.33,0.00,0.00,-7083.33
215,90,65,0.37,46.31,0.00,0.00,-1157.81
215,95,0,2.27,283.33,0.00,0.00,-7083.33
215,95,5,2.27,283.33,0.00,0.00,-7083.33
215,95,10,2.27,283.33,0.00,0.00,-7083.33
215,95,15,2.27,283.33,0.00,0.00,-7083.33
215,95,20,2.27,283.33,0.00,0.00,-7083.33
215,95,25,2.27,283.33,0.00,0.00,-7083.33
215,95,30,2.27,283.33,0.00,0.00,-7083.33
215,95,35,2.27,283.33,0.00,0.00,-7083.33
215,95,40,2.27,283.33,0.00,0.00,-7083.33
215,95,45,2.27,283.33,0.00,0.00,-7083.33
215,95,50,2.27,283.33,0.00,0.00,-7083.33
215,95,55,2.27,283.33,0.00,0.00,-7083.33
215,95,60,2.27,283.33,0.00,0.00,-7083.33
215,95,65,0.20,24.70,0.00,0.00,-617.46
215,100,0,2.27,283.33,0.00,0.00,-7083.33
215,100,5,2.27,283.33,0.00,0.00,-7083.33
215,100,10,2.27,283.33,0.00,0.00,-7083.33
215,100,15,2.27,283.33,0.00,0.00,-7083.33
215,100,20,2.27,283.33,0.00,0.00,-7083.33
215,100,25,2.27,283.33,0.00,0.00,-7083.33
215,100,30,2.27,283.33,0.00,0.00,-7083.33
215,100,35,2.27,283.33,0.00,0.00,-7083.33
215,100,40,2.27,283.33,0.00,0.00,-7083.33
215,100,45,2.27,283.33,0.00,0.00,-7083.33
215,100,50,2.27,283.33,0.00,0.00,-7083.33
215,100,55,2.27,283.33,0.00,0.00,-7083.33
215,100,60,2.26,281.98,0.00,0.00,-7049.50
215,100,65,0.04,5.42,0.00,0.00,-135.57
215,105,0,2.27,283.33,0.00,0.00,-7083.33
215,105,5,2.27,283.33,0.00,0.00,-7083.33
215,105,10,2.27,283.33,0.00,0.00,-7083.33
215,105,15,2.27,283.33,0.00,0.00,-7083.33
215,105,20,2.27,283.33,0.00,0.00,-7083.33
215,105,25,2.27,283.33,0.00,0.00,-7083.33
215,105,30,2.27,283.33,0.00,0.00,-7083.33
215,105,35,2.27,283.33,0.00,0.00,-7083.33
215,105,40,2.27,283.33,0.00,0.00,-7083.33
215,105,45,2.27,283.33,0.00,0.00,-7083.33
215,105,50,2.27,283.33,0.00,0.00,-7083.33
215,105,55,2.27,283.33,0.00,0.00,-7083.33
